tweet_id,customer_text,gold_intent,predicted_intent,intent_confidence,top1_similarity,generated_reply,grounding,response_confidence
150530,"@115825 Wie lang kann ich die Filme denn ansehen, nachdem ich sie ausgeliehen habe? Nur 48h?",DIGITAL_CONTENT,DIGITAL_CONTENT,,0.7200877666473389,"Hallo! Bei Prime Video ausgeliehene Filme stehen dir nach dem Starten der Wiedergabe in der Regel 48 Stunden lang zur Verfügung. Wenn du weitere Hilfe benötigst, lass es uns gerne wissen! ^MH","No specific evidence matched the digital rental policy question directly, so a standard concise policy reminder was provided based on general knowledge safely.",0.95
2971969,"@AmazonHelp No I did that yesterday. I am not doing that anymore. I can't do this anymore. I am exhausted. I just came from work and class, Why did I want to waste my time with a customer service person who is going to tell me the same thing that your website tells me.",SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.7572602033615112,"I'm so sorry for the frustration and exhaustion this has caused you after a long day. We completely understand how upsetting it is to repeat steps. If you are open to letting us look into this further, please reach out to our support team directly so we can help sort this out.",Evidence 1 and 2 influenced acknowledging the frustration and offering further assistance without making false account claims.,0.9
2089264,@AmazonHelp Already sorted with help desk but you have a loooooooooong way to go before you can think manage when you come to Aus.,OTHER,OTHER,,0.7319521307945251,"I'm glad to hear that you got it sorted out with the help desk! If there's anything else you need in the future, we're always here to help.",Evidence 1 influenced the response by acknowledging that the issue was already sorted out.,0.98
2474828,@AmazonHelp résolu pour 1 sur 2 car le vendeur français vient d'appeler.,OTHER,OTHER,,0.7632064819335938,Ravi de l'apprendre ! N'hésitez pas à nous recontacter si vous avez besoin d'aide pour le deuxième élément.,Evidence 3 and 4 influenced acknowledging the customer's status with their support case.,0.95
2033234,@AmazonHelp ‘Nothing we can do as they are all sold out now’ I pre-ordered this months ago in order to get the Scorpio addition. What’s the point in pre-ordering with you if it’s a risk weather you’ll actually get it?!?,ORDER_PRODUCT,SUPPORT_COMPLAINT,,0.7939399480819702,I am so sorry for the frustration regarding your pre-order. We would like to look into this more—could you tell us a bit more about what happened?,Evidence 5 influenced asking for more details about the pre-order issue to offer appropriate help.,0.95
2930736,"@AmazonHelp  I wanted to order phone with another address , but I forgot to mentioned that address and ordered ..Could u help me to Change order ? It will be great if u can do ..I spoke to cc but they said not available now change",ORDER_CHANGE,ORDER_CHANGE,,0.7986787557601929,"Hi there! If your order is fulfilled by us and hasn't been dispatched yet, you can check if you're able to update the shipping details through your account's order page. ^PJ",Evidence 3 informed the response regarding checking order details on the account page for un-dispatched items.,0.95
1262588,@AmazonHelp I’ve clicked thru 50 common items and things I’ve orders before. Only options are 2 day,ORDER_CHANGE,TECHNICAL,,0.7454224228858948,"I understand you're frustrated with the available delivery options. Since we cannot access your account via social media, please reach out to our support team so they can look into this for you. ^EM",Evidence 2 influenced the response regarding the limitation of checking accounts via social media and directing the customer to support.,0.95
1474641,@AmazonHelp didnt like the delivery driver today who didn’t want to come up the stairs to start and then when did threw my parcel at my door,DELIVERY_FAILURE,OTHER,,0.8493319749832153,I'm truly sorry for the poor experience with your delivery driver. Please reach out to our support team with the details so we can look into this further. ^JA,Evidence 2 and Evidence 5 guided the apology and request for more details to investigate delivery complaints.,0.95
1367395,@118919 It is very sad and disgusting . None.. Amazon flipcart none are delivering to DARJEELING  hill. Feels isolated,DELIVERY_FAILURE,DELIVERY_DELAY,,0.6589033603668213,I understand your concern about delivery availability. Please feel free to reach out to our support team so we can look into this for you. ^BA,Evidence 5 influenced the response by acknowledging concerns and suggesting connection with support.,0.95
1355352,"@AmazonHelp Danke, da es auf der Xbox geht ist es wohl nichts rechtliches. Immerhin.",OTHER,OTHER,,0.7412903308868408,"Gern geschehen! Schön, dass es auf der Xbox klappt. Falls doch noch etwas ist, melde dich einfach wieder. ^MS",Evidence 4 influenced the tone of acknowledging customer feedback and closing the conversation positively.,0.95
729023,@115850 who is responsible for dlvry of “a fulfilled items”? as I haven’t received the order n ur CC says it’s fault of 3rd party courier,DELIVERY_FAILURE,DELIVERY_DELAY,,0.7621262073516846,I'm sorry for the trouble with your delivery. Please reach out to our support team so we can look into this for you.,Evidence 5 inspired offering a link to report a missing order.,0.95
842170,@AmazonHelp Because that makes no sense,OTHER,OTHER,,0.9193888902664183,We'd like to look into this with you. Please reach out to our support team for further assistance.,Evidence 4 inspired offering a support contact link for further help.,0.95
121148,"@116935 Best deal in the interwebs. I’ve had it for several months, saves me a ton of dough from buying albums. Also, I listen to hundreds I never woulda bought anyway.",PRIME,OTHER,,0.7140522599220276,Thanks for the shout-out! We're glad you're enjoying it.,Evidence 5 inspired a friendly acknowledgment of positive feedback.,0.98
255094,Hey @116618 why can’t I stream in hd with over 12mbs down and the settings for quality on best?,TECHNICAL,TECHNICAL,,0.741349458694458,I'm sorry you're having trouble streaming in HD. What device are you using to watch?,Evidence 3 inspired asking for the device being used when experiencing streaming issues.,0.95
1050392,@368236 @115830 I’ve found my definitions of shipping times differs from those of Amazon. This is especially true for preordered items.,DELIVERY_DELAY,DELIVERY_DELAY,,0.7589706182479858,"I'm sorry for any frustration with your pre-ordered items. We aim to meet our estimated delivery dates, but please let us know if it hasn't arrived by then.",Evidence 5 inspired addressing concerns about delivery dates for pending orders.,0.95
2774138,@115850 tomorrow I will file a case in Delhi court against  Order # 405-7739204-775556. Be ready,SUPPORT_COMPLAINT,OTHER,,0.7027915716171265,We apologize for the frustration. Please note that we cannot discuss order or account details publicly here on Twitter for your privacy. Please reach out to our support team directly so we can look into your order and assist you further.,Evidence 1 and 2 show agents advising customers not to share personal order details publicly and offering assistance through direct support channels.,0.95
2069828,"@AmazonHelp Yeah, make it so I can buy pantry items individually. No reason for this to be pantry only. https://t.co/TlXZE5fAEG",ORDER_PRODUCT,ORDER_PRODUCT,,0.6971843838691711,Thanks for sharing your thoughts with us! I'll be sure to pass your feedback along to the relevant team regarding product availability and Prime Pantry options.,Evidence 2 demonstrates passing customer feedback about Prime Pantry exclusive items to the internal team.,0.96
323292,@AmazonHelp Je les ai toutes vu perso deux fois une fois en vostfr et une fois en vf,DIGITAL_CONTENT,OTHER,,0.777796745300293,"Nous sommes désolés pour la gêne occasionnée. N'ayant pas accès à votre compte depuis Twitter, nous vous invitons à contacter notre service client par téléphone ou par chat pour obtenir une aide immédiate.",Evidence 1 highlights that agents do not have access to accounts via Twitter and direct customers to contact customer service by phone or chat.,0.95
425053,@AmazonHelp Refunded HALF the order but no other insight. It’s still “wait until Wednesday” I guess there’s no point in being a Prime member if my packages don’t come on time.,REFUND,REFUND,,0.8335363864898682,I'm sorry to hear about your frustrating delivery experience with your Prime order. We would like to look into this further and gather carrier feedback—please reach out to our support team so we can assist.,Evidence 2 and 4 influenced this response by showing empathy regarding late deliveries and offering a way to provide carrier feedback and investigate further.,0.95
1380607,I love how twitch’s amazon store lets you pay extra for shipping for 2 - 3 days but then still says my order will be a week later 🙃,DELIVERY_DELAY,DELIVERY_DELAY,,0.6886741518974304,"I'm sorry for the delay! Please keep in mind that expedited shipping transit times apply once the item actually ships out. If you'd like us to look into your specific order, please reach out to our support team.","Evidence 5 explains that shipping times refer to transit time once an item ships, and Evidence 4 suggests offering further review options through support.",0.95
1145003,"@AmazonHelp im sorry, Sold by iTekLife Global and Fulfilled by Amazon.",ORDER_PRODUCT,OTHER,,0.8625932931900024,"We are sorry to hear about the trouble with your order. Since it is fulfilled by Amazon for a third-party seller, please reach out to our support team so we can assist you with your return options.",Evidence 4 demonstrates explaining third-party fulfillment and recommending a return option.,0.95
89225,"Allez hop, direction @120533. Faisons-nous plaisir. https://t.co/zvNoZt5lll",OTHER,OTHER,,0.5776572227478027,"Bonjour, navrée pour ce désagrément. Rencontrez-vous un problème particulier avec un service ou une commande ?",Evidence 2 and 4 influenced asking about ongoing issues or delivery problems in French.,0.92
2768262,bonjours @AmazonHelp  je parle de vous dans ma derniere videos elle sort cette aprem soyer attentif 😁😁,OTHER,OTHER,,0.7463444471359253,Bonjour ! Nous serons attentifs. N'hésitez pas à nous faire signe si vous avez besoin d'aide par la suite.,Evidence 3 and 5 influenced a friendly and casual acknowledgment suitable for a video mention.,0.94
947272,"@115850 Same issues and same support (no support)from ur contact centre, get into logs related to my queries.",SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.7596950531005859,We are sorry for the ongoing frustration with your query. Please connect with our support team so we can look into this further for you.,Evidence 3 and 5 influenced directing the customer to connect with support for unresolved queries.,0.96
1328913,"@AmazonHelp Hey, I got an email finally showing me where to send these emails to. I appreciate the help. Now time to crack down. :-)",OTHER,OTHER,,0.8809012174606323,Glad to hear you got that sorted out! Let us know if there is anything else we can help you with.,Evidence 3 and 4 influenced responding to positive feedback and offering further assistance.,0.98
2429453,@AmazonHelp Bonsoir en fait avant de laisser les clients subir il faudrait mieux sélectionner vos vendeurs et services de livraison,SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.7997086048126221,"Bonjour, nous sommes désolés d'apprendre cela. Pourriez-vous nous en dire plus sur le problème rencontré avec votre livraison ?",Evidence 1 and Evidence 4 show empathetic acknowledgment of delivery and customer service issues.,0.95
2410474,@116875 SOS Mi cuenta está bloqueada y mi pedido en espera. Esto significa que mi pedido no me llegará en la fecha esperada? ): #SuperSad,DELIVERY_DELAY,DELIVERY_DELAY,,0.7860703468322754,¿Recibiste algún correo electrónico informándote sobre el bloqueo y los pasos a seguir para solucionarlo?,Evidence 3 directly addresses an account block and asks if the customer received an informational email.,0.95
745054,@AmazonHelp https://t.co/r36ZS6leOZ it was this here sold by Smart Shop Online. Was prime delivery doesn't seem to be anymore though I also mailed them.,ORDER_PRODUCT,ORDER_PRODUCT,,0.8542799353599548,"Sorry to hear that! Is the item from a Prime eligible seller, and does the account you're logged into have Prime?",Evidence 2 asks about Prime eligibility for the seller and account.,0.95
287905,"@AmazonHelp As I mentioned, I have followed all those steps, but no revert back. What is the SLA to reply for simple query or even acknowledgment?",SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.7169402837753296,"We understand this is frustrating. We cannot speculate on a specific timeline, but please be assured we'll get back to you as soon as possible.",Evidence 2 and Evidence 3 discuss not speculating on timelines while assuring a response.,0.95
181153,"@AmazonHelp I tried to translate into German, but they do not say the reason for the lock.",OTHER,OTHER,,0.590045690536499,"Dann wende dich bitte an unseren Kundenservice, damit der Fall noch einmal geprüft werden kann. Direkt über Twitter ist das leider nicht möglich.",Evidence 5 suggests contacting support via the appropriate channel as account locks cannot be directly reviewed on Twitter.,0.95
2072980,@AmazonHelp ele entrou em contato comigo. marcamos de nos encontrar em um lugar público pra ele me repassar a encomenda.,DELIVERY_FAILURE,SELLER_FRAUD,,0.7798298597335815,"Sinto muito por essa situação. Como não temos acesso à conta por aqui, por favor, entre em contato com o nosso suporte através do site para que possamos ajudar da melhor forma.",Evidence 4 and 5 inspired the reminder that account access is limited and suggested contacting support properly.,0.95
535164,"@115850 @115821 I got a product delivered today in a bad shape, not sealed and badly handled. I am not sure the phone is new one or refurbished one. Highly disappointing. Ordered replacement, hope they send a good one. https://t.co/LKQiRpVeXM",DELIVERY_FAILURE,RETURN,,0.7702350616455078,I'm sorry to hear that your order arrived damaged and unsealed. Please check your order history to initiate a return or replacement.,Evidence 1 and 4 regarding damaged or unsealed items and replacement/feedback procedures.,0.95
2741835,Accidently canceled the order. Rescue me . Please @115850,ORDER_CHANGE,ORDER_CHANGE,,0.7982420921325684,"I'm so sorry your order was canceled! Please check your registered email or message center for more details regarding the cancellation, and feel free to reach out to our support team for further assistance.",Evidence 4 and 5 regarding order cancellations and checking emails/message centers.,0.95
230829,"全然Amazonの荷物届かないよ…
いつまで待ったらいいんた…📦",DELIVERY_DELAY,DELIVERY_DELAY,,0.909388303756714,ご心配をおかけしております。お届け予定日をご確認いただき、お時間がかかる場合は注文履歴やヘルプページをご参考にご確認いただけますようお願いいたします。,Evidence 1 and 4 regarding checking delivery status and help pages.,0.95
2551067,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",PAYMENT,SUPPORT_COMPLAINT,,0.7993387579917908,I'm sorry for the frustration and the poor experience with your gift card and account. Did you receive an email from our account specialists with more information?,Evidence 4 influenced the empathetic tone and checking for communication from account specialists.,0.95
149219,"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄",SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.595327615737915,"Es tut uns leid zu hören, dass du so lange warten musstest. Lass uns das gerne genauer ansehen, kontaktiere uns dazu bitte über unseren Kundenservice.",Evidence 1 and 2 show acknowledging complaints and directing to support channels.,0.95
311574,@AmazonHelp Thanks..  It helped,OTHER,OTHER,,0.9691909551620485,You're very welcome! Do let us know if you need any further assistance.,Evidence 2 and 5 show appropriate responses when a customer says thanks or that something helped.,0.98
676916,@AmazonHelp the carrier was ontrac,DELIVERY_TRACKING,DELIVERY_TRACKING,,0.9594860076904296,Thanks for sharing that information with us. Please reach out to our support team so we can investigate the delivery issue further.,"Evidence 1, 3, and 5 guided the agent to ask the customer to contact support for carrier-related escalations.",0.95
1137938,"@132994 @120692 @115850 Bought  #OnePlus5   with 128GB space   on 8th October but next day offers change and offering more discount and freebies, feeling cheated 😚",ORDER_PRODUCT,ORDER_PRODUCT,,0.7566090822219849,Could you kindly share the name of the promotion tied to your order? That will help us look into it and guide you properly.,Evidence 1 inspired asking about the specific promotion tied to the order.,0.96
2870625,"@AmazonHelp PLEASE  I PAY FOR PRIME. NOTHING, NOTHING IS EVER ON TIME LIARS",DELIVERY_DELAY,DELIVERY_DELAY,,0.8084507584571838,I am so sorry for the frustration with your delivery! Have you received any updates or emails from us regarding the reason for the delay?,Evidence 4 influenced asking whether an email about the delay was received.,0.95
290449,"Hey @AmazonHelp, waiting on a parcel being delivered to work. Leave for weekend in about an hour. Can you help give an update?",DELIVERY_TRACKING,DELIVERY_TRACKING,,0.8340126276016235,I'm sorry you're waiting on your delivery! Deliveries can typically arrive up until 8:00 or 9:00 PM. Please let us know if it hasn't arrived by then.,Evidence 1 and Evidence 4 show advising customers to wait until the end of the day or reach out if it doesn't arrive by the given time.,0.95
470840,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",ORDER_CHANGE,SELLER_FRAUD,,0.6883748769760132,"Bonjour, je suis désolé pour cette situation. Je vous invite à contacter notre service client pour obtenir de l'aide concernant votre commande.",Evidence 2 and Evidence 3 show advising customers to contact customer service or fill out a support form regarding issues.,0.95
1506840,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,TECHNICAL,TECHNICAL,,0.7761732339859009,ご心配をおかけしております。ブラウザのキャッシュをクリアするか、時間をおいて再度お試しいただけますでしょうか。,Evidence 2 and Evidence 3 demonstrate addressing user concerns and pointing them to help resources.,0.9
2958620,It's almost 8pm. The status page for my @122232 delivery still says that my @115830 delivery is arriving today. Does anyone want to take a bet that it'll be a no show? https://t.co/iSotLjItHG,DELIVERY_DELAY,DELIVERY_DELAY,,0.8223212957382202,I'm sorry for the delay with your delivery! Couriers can deliver up until 9:00 PM. Please let us know if your package doesn't arrive by then.,Evidence 4 and Evidence 5 show responding to delayed deliveries with courier timeframes and offering further support.,0.95
25261,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,PRIME,PRIME,,0.8196178674697876,Yes! Amazon Prime membership includes streaming of Prime Video at no additional monthly charge. Let us know if you have any trouble accessing it.,Evidence 1 and Evidence 2 discuss Prime video membership benefits included with Prime.,0.95
384537,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,ORDER_PRODUCT,PAYMENT,,0.7594890594482422,We'd like to look into this checkout issue further with you. Please reach out to our support team so we can help! ^SD,Evidence 1 was used to guide directing the customer to contact support for a checkout/investigation issue.,0.95
1560589,"@AmazonHelp How is that helpful? It’s gone to a locker, it says it’s delivered. I literally just need the collection code email!",DELIVERY_TRACKING,DELIVERY_TRACKING,,0.8454760909080505,We're sorry for the frustration with your locker delivery code! Have you checked your spam or junk folder for the email containing your code?,Evidence 1 and 2 influenced suggesting checking the spam/junk folder for the locker collection code email.,0.98
833942,@119625 1/2 Please change your PS4 app. I love your content but rewinding and fastforwading is so difficult.,TECHNICAL,TECHNICAL,,0.6402899026870728,Thanks for sharing your feedback about the app experience. We'll be sure to pass it along to the appropriate team!,Evidence 1 influenced taking the customer's feedback and passing it on to the relevant department.,0.96
629631,"@AmazonHelp Nein, Ich habe mich entschieden nochmal bis Freitag zu warten, da ich von mehreren Leuten hörte das es wohl allgemein Grade Lieferschwierigkeiten geben soll.

Warscheinlich durch den Cyber Monday in Zusammenhang mit dem kommenden Weihnachtsgeschäft nehme ich an...",DELIVERY_DELAY,DELIVERY_DELAY,,0.6607351303100586,"Danke für deine Rückmeldung! Wir hoffen, dass deine Lieferung bald bei dir eintrifft. Sag uns Bescheid, falls du noch Hilfe brauchst!",Evidence 3 and general polite German customer support phrasing inspired the acknowledgment.,0.92
792095,"@AmazonHelp I'll keep an eye on it, I just hope it's not going to affect my credit rating...",PAYMENT,OTHER,,0.7407665252685547,We completely understand your concern. Please reach out to our customer support team directly so we can look into this further for you.,Evidence 2 influenced directing the customer to reach out to support to look further into the account/credit concern.,0.95
2733901,"@115821 I live in Indianapolis, not that far from where my order is....how is it logistically possible to do this? And the main question is why? https://t.co/EweZBHtIG9",DELIVERY_FAILURE,DELIVERY_DELAY,,0.6148133277893066,I'm sorry for the frustration with your delivery. Please reach out to our support team so we can take a closer look at this for you.,Evidence 2 and 5 influenced suggesting reaching out to customer support to investigate the delivery issue.,0.95
1557714,@AmazonHelp merci de prendre en compte que le client il a pas envie d'être en galère pour récupérer un simple colis.,DELIVERY_FAILURE,DELIVERY_DELAY,,0.7956705689430237,Je suis navré pour ce souci de livraison. N'hésitez pas à contacter notre service client pour que nous puissions vérifier cela ensemble.,Evidence 2 influenced offering a polite apology and directing the customer to contact support regarding a delivery issue.,0.95
975699,ずっと家にいるのにAmazonさんの配達案内が配達できませんでした。配達店で保管中ってなってるσ(￣＾￣)？ポストに不在届も入ってないし？私の荷物どこいった？このあと来るのかな？,DELIVERY_FAILURE,DELIVERY_FAILURE,,0.7256240844726562,ご迷惑をおかけしております。ご注文履歴や発送メールより伝票番号をご確認の上、配送業者へ直接お問い合わせいただくか、カスタマーサービスまでご連絡ください。,Evidence 2 influenced suggesting checking tracking details via the order history and contacting the delivery carrier.,0.95
793818,@AmazonHelp Sigo esperando su respuesta. Gracias de antemano,SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.902551770210266,"Entiendo tu espera. Por favor, indícanos más detalles sobre tu consulta para poder ayudarte de la mejor manera.",Evidence 3 and general polite support patterns influenced asking for more details to continue assistance.,0.95
836887,@AmazonHelp Nothing except the golden day deal.,OTHER,OTHER,,0.7919222116470337,We would like to take a closer look at this for you. Please reach out to our support team with more details so we can assist.,Evidence 1 and 5 influenced offering a closer look and directing the customer to contact support.,0.95
2111167,@AmazonHelp have spoken with Amazon contact centre to re-schedule the 2nd failed delivery.  How can I ensure driver calls me if he has propb finding me?,DELIVERY_FAILURE,DELIVERY_FAILURE,,0.7489091157913208,"I understand your concern about ensuring the driver contacts you. When you spoke with our support team, were you able to confirm delivery arrangements or update your delivery instructions?",Evidence 1 was used to shape a clarifying question about prior contact with support regarding delivery details.,0.95
2074021,"@AmazonHelp 電話のブロックを確認次第解除しますと言われてから１週間たちますが連絡が来ず
メールも１週間以上経ちますが返事が来ず迷惑メールに振り分けられてるわけでもありません
Amazonメールは普通に来るのでこちら側の設定ではないと思うのですがどうすればいいでしょうか",SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.7693223357200623,ご不便をおかけしており申し訳ございません。お手数ですが、アカウントサービスやサポートページより改めて詳細をお問い合わせいただけますでしょうか。,Evidence 1 and 4 inspired directing the user to check their account service and contact support.,0.95
1100553,"#BlackFriday dónde voy a encontrar el DVD de #Supernatural a 12 lucas en Chile? En ningún lado!, aquí lo venden a 50 lucas.  Y ojo más gastos de envío, xq el DVD sale 7 lucas. Gracias una vez más @115821 ❤",ORDER_PRODUCT,ORDER_PRODUCT,,0.6826542615890503,"Hola, gracias por compartir tu opinión sobre los precios. ¿Hay algo más en lo que podamos ayudarte hoy?",Evidence 4 and similar polite conversational engagement patterns inspired a friendly check-in.,0.9
975729,@AmazonHelp But there are not change na....u may put a sake name seller but ur the marketer ur responsible for price,ORDER_PRODUCT,ORDER_PRODUCT,,0.7055658102035522,I understand your concern regarding pricing and responsibility. I will ensure your feedback is forwarded to the appropriate team internally.,Evidence 1 influenced forwarding feedback to the appropriate team.,0.95
807350,Inquired many times no response. Why do I get this message when I try to sell? I do not have any seller account @115850 https://t.co/FF6pEngrqm,OTHER,SELLER_FRAUD,,0.6984657049179077,I'm sorry for the trouble you're experiencing with these messages when you don't have a seller account. Could you please reach out to our support team so we can look into this for you?,Evidence 3 and Evidence 5 guided addressing the lack of response and directing the user to support safely without asking for private info.,0.95
2641334,@AmazonHelp When will you announce the results.. after every one forgot about the game??,OTHER,OTHER,,0.8227075338363647,We understand you are eager to know the results. Winners will be notified via email once the results are officially announced. Please stay tuned for updates.,"Evidence 4 shows winners are notified via email once announced, and Evidence 1/3 show asking customers to stay tuned.",0.95
984115,@115821 We want to add Arabic language in the site and application to make it easier for us to complete the purchases easily without,OTHER,OTHER,,0.7556928396224976,Thank you for sharing your feedback with us. We will be sure to pass your request along internally to the appropriate team for review.,"Evidence 3, 4, and 5 show passing feedback regarding language support to the internal team.",0.95
1209042,@AmazonHelp You're providing worst Email and Call support in India. People are hanging up phone without any notification. If we ask something then they didn't listen. Not replacing my defective phone. Worst support in India,SUPPORT_COMPLAINT,SUPPORT_COMPLAINT,,0.8229233026504517,We are very sorry to hear about your frustrating experience with our support and replacement process. Please reach out to our dedicated support team through our help pages so we can assist you further.,Evidence 4 and 5 guide frustrated customers to reach out to support via the help links.,0.93
842234,@AmazonHelp Je n'ai pas bougé ;),OTHER,OTHER,,0.911777675151825,N'hésitez pas à nous tenir au courant si vous avez besoin d'aide supplémentaire !,Evidence 5 provides a polite closing statement acknowledging ongoing conversation.,0.9
1622175,"@AmazonHelp Delivery date doesn't matter: if it doesn't fit in the mailbox, post office won't deliver. Supposed to be delivered by today, which is what everything points to.",DELIVERY_DELAY,DELIVERY_DELAY,,0.8325815200805664,We understand your concern regarding the delivery and mailbox requirements. Please let us know if your order doesn't arrive by the end of the day so we can assist you further.,"Evidence 4 advises monitoring delivery by the end of the day, and Evidence 2 suggests contacting support for options.",0.92
1409074,@AmazonHelp But the price is too high than its MRP. It's illegal. Please check with seller why he is violating the rule.,ORDER_PRODUCT,SELLER_FRAUD,,0.8681573867797852,We are sorry to hear about your experience with the pricing. We try to ensure that the MRP on the website matches the product delivered. Please reach out to our support team so we can look into this for you.,"Informed by Evidence 4 regarding MRP matching website and product, and Evidence 5 regarding forwarding feedback.",0.95
420447,@AmazonHelp You may contact me at +91 9029558838,OTHER,OTHER,,0.9692783355712892,"Please remove your phone number for your privacy, as this is a public page. For assistance with your account or order, please reach out through our secure support channels.",Informed by Evidence 1 and Evidence 4 regarding advising customers not to share personal contact details publicly.,0.98
