query_index,query_tweet_id,gold_intent,query_text,rank,similarity,retrieved_customer_tweet_id,retrieved_agent_tweet_id,retrieved_customer_text,retrieved_agent_response
3,1104387,TECHNICAL,"@AmazonHelp I've tried it on two devices.  It says ""Not available"" or ""This video is currently unavailable to watch in your location.""",1,0.7801759243011475,319377,319379,@AmazonHelp Please de-list this device from Amazon.in. It does NOT work at all. I can send you a video if needed.,@183211 We've forwarded your feedback to the concerned team for review. ^HA
3,1104387,TECHNICAL,"@AmazonHelp I've tried it on two devices.  It says ""Not available"" or ""This video is currently unavailable to watch in your location.""",2,0.7081010341644287,236193,236195,@AmazonHelp This video is currently unavailable to watch in your location https://t.co/NGnUaLB0Jr,"@172250 What is the browser you are using? Further, are you trying to stream on a computer or a cellphone? ^CB"
3,1104387,TECHNICAL,"@AmazonHelp I've tried it on two devices.  It says ""Not available"" or ""This video is currently unavailable to watch in your location.""",3,0.6894290447235107,525534,525535,"@AmazonHelp Escalated it to a supervisor and he managed to help fix the issue stating that Account had Australia Regional setting that was causing the issue, Video is working on laptop, iPad and Mobile now, @132976 still shows unavailable :(",@241581 We'd like to look into it. Please share your details here: https://t.co/beaaDlIL5C we'll look into it and reach out to you soon. ^AP
3,1104387,TECHNICAL,"@AmazonHelp I've tried it on two devices.  It says ""Not available"" or ""This video is currently unavailable to watch in your location.""",4,0.6870777606964111,1579042,1579044,@AmazonHelp App! What trouble shooting you expect customers to do if the video listing says temporarily unavailable!!!!,@486252 Have you tried accessing https://t.co/FYM9PIZOR8 from your browser? ^EP
3,1104387,TECHNICAL,"@AmazonHelp I've tried it on two devices.  It says ""Not available"" or ""This video is currently unavailable to watch in your location.""",5,0.6865803003311157,2406962,2406963,"@AmazonHelp found it,, re-signed in.. still not working, ,says video noy available for everything.. close player tab  in message","@692205 Hey Rich- we'd like to look into this for you, please contact us here:  https://t.co/hApLpMlfHN ^MA"
4,1432324,DELIVERY_DELAY,@AmazonHelp Fed up of listening apologies from day 1. Got faulty phone. urgent need of phone by tmrw but no fast processing &amp; still u ask to wait!!!,1,0.739812433719635,1259707,1259708,@AmazonHelp I need the phone urgently. I have paid to get the phone urgently. Not for getting it 4-5 days later.,@415149 Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
4,1432324,DELIVERY_DELAY,@AmazonHelp Fed up of listening apologies from day 1. Got faulty phone. urgent need of phone by tmrw but no fast processing &amp; still u ask to wait!!!,2,0.7300660610198975,757718,757721,@AmazonHelp Done.. plz resolve it ASAP. schedule the pick up tmrw,@301082 Thanks for the confirmation. Our team will get back to you with an update soon. Request you to wait. ^NK
4,1432324,DELIVERY_DELAY,@AmazonHelp Fed up of listening apologies from day 1. Got faulty phone. urgent need of phone by tmrw but no fast processing &amp; still u ask to wait!!!,3,0.7194448709487915,417774,417769,"@AmazonHelp asper earlier message, I supposed to get call by this time bit I didn't get any thing till now..... could you please expedite?",@214691 You should've received an email correspondence from us here: https://t.co/8DAc10S7ww please refer. ^AG
4,1432324,DELIVERY_DELAY,@AmazonHelp Fed up of listening apologies from day 1. Got faulty phone. urgent need of phone by tmrw but no fast processing &amp; still u ask to wait!!!,4,0.7172675728797913,934377,936714,"@AmazonHelp Just spent 10 minutes on the phone, disappointed and frustrated that no one is willing to help","@341646 Oh no! I know this is frustrating. Just to clarify, can you tell us who the courier is for this order? https://t.co/aaDyEz1VgE ^AL"
4,1432324,DELIVERY_DELAY,@AmazonHelp Fed up of listening apologies from day 1. Got faulty phone. urgent need of phone by tmrw but no fast processing &amp; still u ask to wait!!!,5,0.7084490060806274,1344536,1344537,@AmazonHelp We had to give up after an 1hr and 40mins on the phone!!!,@433545 I'm sorry for this! Did we go over all the steps here: https://t.co/vyvXg3wokS? Did we set up any follow up as well? ^SJ
5,1155096,DELIVERY_DELAY,"@AmazonHelp that date is oct 31. the issue is i paid for one day shipping and that is 7 days of waiting, why did i pay more if i have to wait a week LOL",1,0.7761377692222595,1392420,1392419,@AmazonHelp Why do I pay for next day shipping if it's still going to take a week is my whole point.,@443854 Hi Lexi- Next day shipping would start as soon as the item is dispatched. We would aim to have the item with you in one day. ^NV
5,1155096,DELIVERY_DELAY,"@AmazonHelp that date is oct 31. the issue is i paid for one day shipping and that is 7 days of waiting, why did i pay more if i have to wait a week LOL",2,0.7738889455795288,223890,223891,"@AmazonHelp I just don’t understand why it’s 2 different dates and why, even though it’s “free 2 day shipping” it takes 3 days....","@169497 Prime Two-Day Shipping refers to the transit time after the item is ready to ship, not delivery time. ^JZ"
5,1155096,DELIVERY_DELAY,"@AmazonHelp that date is oct 31. the issue is i paid for one day shipping and that is 7 days of waiting, why did i pay more if i have to wait a week LOL",3,0.7719776034355164,1491855,1491856,"@AmazonHelp Its been saying this for a week now, but the dates keeps changing. I ordered it on the 29th October with 1 day delivery not 1st Nov :/ https://t.co/ONHTN90uWX",@466457 Did they say anything else other than the call back? Did they email you afterwards? ^PK
5,1155096,DELIVERY_DELAY,"@AmazonHelp that date is oct 31. the issue is i paid for one day shipping and that is 7 days of waiting, why did i pay more if i have to wait a week LOL",4,0.7607712149620056,422951,422953,"@AmazonHelp why exactly has my order been delayed by up to 7 days?? i pre-ordered it for a reason, i wanted it on release day ...",@215715 I'm so sorry for the delay! Please contact us by phone or chat so we can look into this closer: https://t.co/JzP7hlA23B. ^SD
5,1155096,DELIVERY_DELAY,"@AmazonHelp that date is oct 31. the issue is i paid for one day shipping and that is 7 days of waiting, why did i pay more if i have to wait a week LOL",5,0.7588462233543396,821190,821188,If i paid for two day shipping then why is it gonna come six days later? @AmazonHelp https://t.co/AxRnVkRkHK,@315599 Two-Day Shipping refers to the transit time in business days once the item ships. More info here: https://t.co/YfYizD0Xzc ^VS
6,2925584,DELIVERY_FAILURE,"@178440 Su servicio en Hermosillo es pésimo, ni siquiera visitan los domicilios. @116875 dejen de usarlos POR FAVOR.",1,0.7473292350769043,2229402,2229400,"@116928 con el gran servicio que ofrecéis, que pena que trabajéis con @137605. Ni siquiera se puede contactar con ellos.Otra vez..","@650599 Hola Leticia, lamentamos el inconveniente.¿ @137605 podrían ayudarnos con la consulta de Leticia? ^MB"
6,2925584,DELIVERY_FAILURE,"@178440 Su servicio en Hermosillo es pésimo, ni siquiera visitan los domicilios. @116875 dejen de usarlos POR FAVOR.",2,0.7449976205825806,2899559,2899558,@116928 correos tienen el peor servicio de entrega. Yo trabajo y su horario laboral es justo cuando estoy fuera.,"@803285 Hola Ana, lamentamos el inconveniente. ¿Actualmente tienes algún pedido pendiente con nosotros? ^MB"
6,2925584,DELIVERY_FAILURE,"@178440 Su servicio en Hermosillo es pésimo, ni siquiera visitan los domicilios. @116875 dejen de usarlos POR FAVOR.",3,0.7406842708587646,891496,891494,"Oye @116875, hay alguna forma de solicitar que mis pedidos no se envíen por @118923? Es el peor servicio de paquetería en México.",@331691 Hola Memo. ¿Has tenido algún problema con algún pedido? Estamos para ayudarte. ^JJ
6,2925584,DELIVERY_FAILURE,"@178440 Su servicio en Hermosillo es pésimo, ni siquiera visitan los domicilios. @116875 dejen de usarlos POR FAVOR.",4,0.7344108819961548,2725865,2732856,@116875 Excelente servicio y calidad.,"@766033 Hola, Rafael. Gracias por tus comentarios, ¿aprovechaste el Buen Fin? ☺️ ^VL"
6,2925584,DELIVERY_FAILURE,"@178440 Su servicio en Hermosillo es pésimo, ni siquiera visitan los domicilios. @116875 dejen de usarlos POR FAVOR.",5,0.7332900762557983,61030,61029,"@116875 por qué usas un servicio tan pésimo como @118923 ? 
Si quieres que dejemos de comprar mejor usa  @129966 #malservicio","@129965 Hola Aldo, ¿tienes algún pedido pendiente de entrega actualmente con @118923? ^LG"
7,2457184,DELIVERY_FAILURE,@AmazonHelp @115850 is not intrested in any business. All my pasy orders are being returned for no reason? They just don’t want to co-operate. They dodn’t have any sort of responsiblity &amp; proper answers. Worst system i could have ever imagined.No use of prime membership #Noprime #NoAmazon,1,0.8139082193374634,64072,64071,"@AmazonHelp @115821 your customer service agents try but can’t solve real problems. I have regular issues with Amazon and no one ever does anything different. As a long time prime member, I don’t feel valued at all nor do I get “prime” service. Want someone higher up to hear me.",@130707 Sorry to hear that. Without giving out personal info please let us know what happened? ^RS
7,2457184,DELIVERY_FAILURE,@AmazonHelp @115850 is not intrested in any business. All my pasy orders are being returned for no reason? They just don’t want to co-operate. They dodn’t have any sort of responsiblity &amp; proper answers. Worst system i could have ever imagined.No use of prime membership #Noprime #NoAmazon,2,0.8135617971420288,197977,197976,@AmazonHelp @115851 I have shared the details twice. Have you all gone crazy. Such service to a prime customer. Please initiate refund,@162537 Apologies for the confusion. We've received your details and we'll reach out to you with an update at earliest. ^SV
7,2457184,DELIVERY_FAILURE,@AmazonHelp @115850 is not intrested in any business. All my pasy orders are being returned for no reason? They just don’t want to co-operate. They dodn’t have any sort of responsiblity &amp; proper answers. Worst system i could have ever imagined.No use of prime membership #Noprime #NoAmazon,3,0.8002989888191223,570095,570097,"@AmazonHelp Wonderful....I reach out, call twice, long distance, be put on hold to be told my items are sitting in a warehouse and then get hung up on when I get mad about being offerred a refund or a free month of prime. your customer service is fucking atrocious.",@253554 Please send our team the details with this secure link; https://t.co/UErprzm7CB. We would like to escalate this to Amazon Logistics directly. ^EP
7,2457184,DELIVERY_FAILURE,@AmazonHelp @115850 is not intrested in any business. All my pasy orders are being returned for no reason? They just don’t want to co-operate. They dodn’t have any sort of responsiblity &amp; proper answers. Worst system i could have ever imagined.No use of prime membership #Noprime #NoAmazon,4,0.799382746219635,600301,600300,"@115830 @AmazonHelp service is absolutely shocking! This is now twice my parcels say they have been ""delivered"" but haven't! When I call up the advisers cannot understand what I'm saying and seem incompetent. I pay for a Prime membership too! 😡 fuming",@262365 I'm very sorry for the poor experience! Have you tried these tips to help locate a package that was marked as delivered: https://t.co/eAnZC2R8HR ^ZW
7,2457184,DELIVERY_FAILURE,@AmazonHelp @115850 is not intrested in any business. All my pasy orders are being returned for no reason? They just don’t want to co-operate. They dodn’t have any sort of responsiblity &amp; proper answers. Worst system i could have ever imagined.No use of prime membership #Noprime #NoAmazon,5,0.7969250679016113,2687686,2687684,"Seriously @115830 @AmazonHelp, what the heck? 3 Prime orders placed in the last couple of days, all failed to be delivered next day #fail https://t.co/5wpxZDD6W9","@755719 I'm sorry for the frustration! When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC"
8,545718,TECHNICAL,@AmazonHelp I had a Prime Video trial for 1 month. I reported the issue (geo restriction) to Amazon.fr several times. They always told me they would come back to me. They never did. Now my trial is over.,1,0.8195228576660156,2452816,2452818,"@AmazonHelp That's my concern I am unable to buy Prime video.
Couldn't get help from CC team as well after wasting almost 1Hr on call with them.",@702767 to watch Prime Videos. You can know more about Prime Video here: https://t.co/BOuTqK3bEd. (2/2)^SF
8,545718,TECHNICAL,@AmazonHelp I had a Prime Video trial for 1 month. I reported the issue (geo restriction) to Amazon.fr several times. They always told me they would come back to me. They never did. Now my trial is over.,2,0.8195228576660156,2452816,2452819,"@AmazonHelp That's my concern I am unable to buy Prime video.
Couldn't get help from CC team as well after wasting almost 1Hr on call with them.","@702767 You would not have to buy Prime Videos. Once you are a Prime member, one of the benefits of the membership is (1/2)^SF"
8,545718,TECHNICAL,@AmazonHelp I had a Prime Video trial for 1 month. I reported the issue (geo restriction) to Amazon.fr several times. They always told me they would come back to me. They never did. Now my trial is over.,3,0.8019289970397949,793912,793911,"@AmazonHelp Most video content is not available in my location, Prime reading also requires me to buy all the content offered for free under prime.","@309298 I'm sorry, most of our Prime benefits are only available for customers in the U.S. More info: https://t.co/H0ArIjKxTv ^RA"
8,545718,TECHNICAL,@AmazonHelp I had a Prime Video trial for 1 month. I reported the issue (geo restriction) to Amazon.fr several times. They always told me they would come back to me. They never did. Now my trial is over.,4,0.7891507148742676,919372,919371,@AmazonHelp I do not want anything to do with Amazon Prime. Please extract me from the trial - I got into it by accident.,"@338248 However, if you would still like to cancel the trial, you can phone us here: https://t.co/JzP7hlA23B for assistance. ^LB"
8,545718,TECHNICAL,@AmazonHelp I had a Prime Video trial for 1 month. I reported the issue (geo restriction) to Amazon.fr several times. They always told me they would come back to me. They never did. Now my trial is over.,5,0.7776563167572021,538482,538481,@AmazonHelp I've received a letter to tell me I'm eligible for another free month trial of prime video but when I follow the link https://t.co/v4AmrO7WVu it leads me to a page to sign up for a full subscription,"@244840 Hum, I can see your confusion! Here information on how to manage your Prime subscription: https://t.co/zATo19CBTV If this does not give you the information you need, please let us know. We are here to help! Welcome back to Prime! ^DJ"
9,134893,DELIVERY_FAILURE,デリバリープロバイダさん、穴が開いた荷物を持ってくるの巻(Amazon～デリバリープロバイダの倉庫間の事故、中身がダメならAmazonに文句を言ってくれとの言質をとった) https://t.co/lOpHzTIfg4,1,0.8133560419082642,2391291,2391290,やられた。AMAZONの配送、デリバリープロバイダは、二日間来てもないし不在通知もないのに、配達完了になっている。最悪だな、デリバリープロバイダ。#amazon #デリバリープロバイダ,@688733 ご迷惑をお掛けしております。該当の注文など詳細を確認した上でご案内させていただきますので、誠に恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN
9,134893,DELIVERY_FAILURE,デリバリープロバイダさん、穴が開いた荷物を持ってくるの巻(Amazon～デリバリープロバイダの倉庫間の事故、中身がダメならAmazonに文句を言ってくれとの言質をとった) https://t.co/lOpHzTIfg4,2,0.8121742010116577,2933591,2933590,Amazonで土鍋の蓋を注文した。到着予定日より遅れて届いて箱開けたら蓋が割れてたわ。けしからん。#デリバリープロバイダ #tmg,@811209 ご迷惑をお掛けし申し訳ございません。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。誠に恐れ入りますが、リンクを参照の上お手続きください。https://t.co/TYbxdUDknb TN
9,134893,DELIVERY_FAILURE,デリバリープロバイダさん、穴が開いた荷物を持ってくるの巻(Amazon～デリバリープロバイダの倉庫間の事故、中身がダメならAmazonに文句を言ってくれとの言質をとった) https://t.co/lOpHzTIfg4,3,0.7877234220504761,2395823,2395822,"amazonで配達済みステータスなのに到着していない荷物3件

デリバリープロバイダいけてねえ",@689676 ご迷惑をおかけしております。配達完了になっていても未着の場合は、カスタマサービスにてお調べしますので、お手数ですが、以下リンクよりお問い合わせください。https://t.co/J6YEizo6qC　SM
9,134893,DELIVERY_FAILURE,デリバリープロバイダさん、穴が開いた荷物を持ってくるの巻(Amazon～デリバリープロバイダの倉庫間の事故、中身がダメならAmazonに文句を言ってくれとの言質をとった) https://t.co/lOpHzTIfg4,4,0.785696268081665,2798997,2798996,AmazonでPOTATO買ったのに、デリバリープロバイダにあたっていつになっても来ない…。最悪！,"@780926 ご迷惑をおかけしております。
予定日を超過しても未着の場合、再配達依頼しても届かない等、問題がある場合は、カスタマーサービスにてご対応させていただきます。よろしければ、下記URLよりカスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY"
9,134893,DELIVERY_FAILURE,デリバリープロバイダさん、穴が開いた荷物を持ってくるの巻(Amazon～デリバリープロバイダの倉庫間の事故、中身がダメならAmazonに文句を言ってくれとの言質をとった) https://t.co/lOpHzTIfg4,5,0.7773022055625916,1652070,1652069,amazonで買ったもの、そういえば届いてないなーと思ったら配達完了になってる。え、届いてないんですけど…？問い合わせなくちゃなぁ。デリバリープロバイダってどこの運送業者だ…？,@504453 ご心配をおかけしております。配送業者にご連絡いただいても問題が解決しない場合は、カスタマーサービスにて状況を確認させていただきます。お手数ですがこちらからご連絡ください。https://t.co/NtNAX37Sr4 ET
10,150530,DIGITAL_CONTENT,"@115825 Wie lang kann ich die Filme denn ansehen, nachdem ich sie ausgeliehen habe? Nur 48h?",1,0.7200877666473389,952550,952548,@115825 Kommen eigentlich auch mal Bollywood Filme? :),@345994 Ich setze sie gerne auf die Wunschliste. Gibts irgendwelche Lieblingsfilme? ^BL
10,150530,DIGITAL_CONTENT,"@115825 Wie lang kann ich die Filme denn ansehen, nachdem ich sie ausgeliehen habe? Nur 48h?",2,0.6759440898895264,2465660,2465659,@115825 Kann man schon irgendwo sehen welche Filme in den nächsten Wochen/Monaten in UHD bei euch rauskommen?,@705588 Eine Vorschau gibt es derzeit leider nicht. Allgemeine News findest du hier: https://t.co/qWHjO83eCP Gruß ^MH
10,150530,DIGITAL_CONTENT,"@115825 Wie lang kann ich die Filme denn ansehen, nachdem ich sie ausgeliehen habe? Nur 48h?",3,0.6658967733383179,131726,131727,"Hey, @115825, da stimmt doch etwas nicht... 🤔 #ausgerechnet #filmeabend #superfilm https://t.co/TaWFymrYJ3","@145705 Ich habe nun die Rückmeldung bekommen, dass der Titel leider fälschlicherweise bei der Aktion gelistet war und der Preis somit stimmt. Ich hoffe aber, dass du einen anderen attraktiven Titel in der Aktion für dich findest. 🤞 ^KM"
10,150530,DIGITAL_CONTENT,"@115825 Wie lang kann ich die Filme denn ansehen, nachdem ich sie ausgeliehen habe? Nur 48h?",4,0.6658967733383179,131726,131725,"Hey, @115825, da stimmt doch etwas nicht... 🤔 #ausgerechnet #filmeabend #superfilm https://t.co/TaWFymrYJ3",@145705 Danke für den Hinweis! Ich gebe das direkt zur Überprüfung weiter. ^KM
10,150530,DIGITAL_CONTENT,"@115825 Wie lang kann ich die Filme denn ansehen, nachdem ich sie ausgeliehen habe? Nur 48h?",5,0.6589133739471436,150528,155055,"@115825 Ihr macht mich schwach 😩😉 gleich mal 6 Filme 🎥 gesichert 😍 
man soll es nicht sagen, aber ich liebe euch 😉","@151563 Ach was, das darf man ruhig sagen 😍 Danke fürs Lob, wir lieben dich auch, Schnattinchen! ^AW"
11,2971969,SUPPORT_COMPLAINT,"@AmazonHelp No I did that yesterday. I am not doing that anymore. I can't do this anymore. I am exhausted. I just came from work and class, Why did I want to waste my time with a customer service person who is going to tell me the same thing that your website tells me.",1,0.7572602033615112,495873,495874,@AmazonHelp NO i will never do that all customer have to know that how are you working,@231112 This being social media platform we don't have access to your account details. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK
11,2971969,SUPPORT_COMPLAINT,"@AmazonHelp No I did that yesterday. I am not doing that anymore. I can't do this anymore. I am exhausted. I just came from work and class, Why did I want to waste my time with a customer service person who is going to tell me the same thing that your website tells me.",2,0.7496216297149658,1011469,1011470,"@AmazonHelp As I stated earlier, One of your agent told me to do so I have done. Don't want your pathetic service and would not use it again.","@359320 I'd like to take a closer look, Hiren. Please share your details here: https://t.co/GIJyeYqKE0 &amp; I'll get in touch with you ^HD"
11,2971969,SUPPORT_COMPLAINT,"@AmazonHelp No I did that yesterday. I am not doing that anymore. I can't do this anymore. I am exhausted. I just came from work and class, Why did I want to waste my time with a customer service person who is going to tell me the same thing that your website tells me.",3,0.7461518049240112,2883428,2883429,@AmazonHelp I’ve done that. What happens with it? It says you don’t respond! Another lovely piece of customer service!,@799931 Thanks for confirming! The feedback you provide in the survey is sent directly to the agents' member of leadership! ^VB
11,2971969,SUPPORT_COMPLAINT,"@AmazonHelp No I did that yesterday. I am not doing that anymore. I can't do this anymore. I am exhausted. I just came from work and class, Why did I want to waste my time with a customer service person who is going to tell me the same thing that your website tells me.",4,0.7358042597770691,131759,131758,@AmazonHelp I've done that so many times yet it's still happening . I have no choice but to take this further.,@145709 What were you advised when speaking to the supervisor ? ^CR
11,2971969,SUPPORT_COMPLAINT,"@AmazonHelp No I did that yesterday. I am not doing that anymore. I can't do this anymore. I am exhausted. I just came from work and class, Why did I want to waste my time with a customer service person who is going to tell me the same thing that your website tells me.",5,0.7357483506202698,15296,15298,@AmazonHelp I did...which said WE CANNOT DO ANYTHING...same as customer service...which triggered My reply...I am just asking basic question here,@119358 Sorry to know about that. Kindly reply to the email and we'll get in touch with an update. Appreciate your patience. ^AK
12,2089264,OTHER,@AmazonHelp Already sorted with help desk but you have a loooooooooong way to go before you can think manage when you come to Aus.,1,0.7319521307945251,2622579,2622580,"@AmazonHelp Already got it sorted, thanks 👏🏻",@740922 No problem! We are alway here to help! ^LS
12,2089264,OTHER,@AmazonHelp Already sorted with help desk but you have a loooooooooong way to go before you can think manage when you come to Aus.,2,0.7242226600646973,144184,144186,@AmazonHelp Didn't got any help till now from you.,@148594 We've sent you a correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww and respond so that we can take it up further. Appreciate your understanding. ^EM
12,2089264,OTHER,@AmazonHelp Already sorted with help desk but you have a loooooooooong way to go before you can think manage when you come to Aus.,3,0.714057445526123,127950,127952,@AmazonHelp You're just assuming that you're here to assist.,@144764 I get your concern. Please reply to the email you've received and we'll reach out to you soon. ^AP
12,2089264,OTHER,@AmazonHelp Already sorted with help desk but you have a loooooooooong way to go before you can think manage when you come to Aus.,4,0.7119756937026978,2064383,2064385,"@AmazonHelp By this time
One thing is sure
You don't want to help just want to waste my time 
You don't have anything to say so you ask us mail you","@404003 I get you're upset with us. However, we won't be able to access your account over Twitter. (1/2) ^AS"
12,2089264,OTHER,@AmazonHelp Already sorted with help desk but you have a loooooooooong way to go before you can think manage when you come to Aus.,5,0.7119756937026978,2064383,2064384,"@AmazonHelp By this time
One thing is sure
You don't want to help just want to waste my time 
You don't have anything to say so you ask us mail you",@404003 Please respond to the email we've sent and we'll reach out to you soon. Appreciate your understanding. (2/2) ^AS
13,2474828,OTHER,@AmazonHelp résolu pour 1 sur 2 car le vendeur français vient d'appeler.,1,0.7632064819335938,1108198,1108196,@AmazonHelp Non je n’ai pas encore appelé ! Vous êtes le premier chez Amazon que je contacte.,@381546 Nous tenons à regarder cela de plus près et vous aidez. S’il vous plaît contactez-nous ici: https://t.co/hgIrz98cdI ^BR
13,2474828,OTHER,@AmazonHelp résolu pour 1 sur 2 car le vendeur français vient d'appeler.,2,0.7622216939926147,1494695,1494696,"@AmazonHelp Alors. D'une je ne peux pas demander à être appeler, ça n'apparait pas. Et de deux vous me faites tourner en bourrique depuis hier.",@467051 Je vous invite juste à suivre les étapes suivantes après avoir accéder au lien fourni précédemment : https://t.co/bIzBVFC9wQ
13,2474828,OTHER,@AmazonHelp résolu pour 1 sur 2 car le vendeur français vient d'appeler.,3,0.7579798102378845,1577284,1577282,@AmazonHelp Qu'il été désolé mais je ne l'ai toujours pas reçu,@471147 Votre dossier est-il actuellement pris en charge par notre SAV?^FT
13,2474828,OTHER,@AmazonHelp résolu pour 1 sur 2 car le vendeur français vient d'appeler.,4,0.7511125802993774,474289,474288,@AmazonHelp Oui cela vient d'être fait,"@227890 Avez-vous contacté notre SAV par e-mail ou par téléphone ?
^ARC"
13,2474828,OTHER,@AmazonHelp résolu pour 1 sur 2 car le vendeur français vient d'appeler.,5,0.7509530186653137,2353791,2353790,"@AmazonHelp Non, pas encore ! Je dois appeler quelqu'un ?","@680128 Vous pouvez joindre notre service client par téléphone (appel gratuit depuis un poste fixe), chat ou par mail depuis le lien suivant : https://t.co/qzuu0dgDXz. ^ASZ"
14,2033234,ORDER_PRODUCT,@AmazonHelp ‘Nothing we can do as they are all sold out now’ I pre-ordered this months ago in order to get the Scorpio addition. What’s the point in pre-ordering with you if it’s a risk weather you’ll actually get it?!?,1,0.7939399480819702,1772289,1772287,"Preordered my @115786 scorpio from @115821, but won't be getting it today. Bummer. Why is it coming late? Why bother pre-ordering?",@169063 I'm sorry for the delay. Have you received a new delivery date? You can find the information here: https://t.co/Y5jpI9gRhE ^SE
