tweet_id,customer_text,gold_intent,predicted_intent,intent_error,generated_reply,relevance,groundedness,helpfulness,safety,historical_grounding,overall_mean,failure_category,failure_priority,low_relevance,low_groundedness,low_helpfulness,low_safety,low_historical_grounding,response_quality_low,gold_escalation,predicted_escalation,escalation_error,unsafe_auto_handle,unnecessary_escalation
2925584,"@178440 Su servicio en Hermosillo es pésimo, ni siquiera visitan los domicilios. @116875 dejen de usarlos POR FAVOR.",DELIVERY_FAILURE,DELIVERY_FAILURE,False,Hola. Lamentamos mucho los inconvenientes con el servicio de entrega en tu zona. ¿Podrías indicarnos si tienes algún pedido pendiente con nosotros para poder ayudarte?,5,5,5,5,5,5.0,UNSAFE_AUTO_HANDLE,10.0,False,False,False,False,False,False,ESCALATE,AUTO_HANDLE,True,True,False
1506840,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,TECHNICAL,TECHNICAL,False,ご心配をおかけしております。ブラウザのキャッシュをクリアするか、時間をおいて再度お試しいただけますでしょうか。,5,5,5,5,5,5.0,UNSAFE_AUTO_HANDLE,10.0,False,False,False,False,False,False,ESCALATE,AUTO_HANDLE,True,True,False
16448,@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,PAYMENT,PAYMENT,False,Amazonギフト券のチャージ完了後のお支払いについてご不明な点があり、ご不便をおかけしております。通常、ギフト券がアカウントに登録されている場合は、注文手続きの最終確認画面にて残高が自動的に適用されます。「次に進む」が表示されない場合は、ブラウザの更新や再読み込みをお試しいただくか、アカウントサービスより注文履歴をご確認ください。,5,5,5,5,5,5.0,UNSAFE_AUTO_HANDLE,10.0,False,False,False,False,False,False,ESCALATE,AUTO_HANDLE,True,True,False
596771,"@AmazonHelp Being a prime member for 3 years now,might as well just not pay for prime since I'm having to wait another 3 days for a product that should have come new. I mean what is the normal ship time without prime... 7 business days?! We aren't far off now are we?.",DELIVERY_DELAY,DELIVERY_DELAY,False,I'm sorry for the frustration with your delivery! Could you please reach out to our support team so we can look into this order for you?,5,5,5,5,5,5.0,UNSAFE_AUTO_HANDLE,10.0,False,False,False,False,False,False,ESCALATE,AUTO_HANDLE,True,True,False
2551067,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",PAYMENT,SUPPORT_COMPLAINT,True,I'm sorry for the frustration and the poor experience with your gift card and account. Did you receive an email from our account specialists with more information?,3,4,2,4,3,3.2,INTENT_MISCLASSIFICATION,9.8,False,False,True,False,False,True,ESCALATE,ESCALATE,False,False,False
2830772,@AmazonHelp Yes all the items in my order are fulfilled by Amazon,ORDER_PRODUCT,OTHER,True,Thanks for the confirmation. Please reach out to our customer service directly so we can look into this for you. ^PK,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,6.6,False,False,False,False,False,False,AUTO_HANDLE,ESCALATE,True,False,True
2137909,"@AmazonHelp Vor einer halben Stunde kam die Benachrichtigung, dass die Sendung um 1456h im Shop angekommen ist. #fail",OTHER,DELIVERY_TRACKING,True,"@AmazonHelp Das tut mir leid! Bitte wende dich an unseren Kundenservice, damit meine Kollegen dir bezüglich der Benachrichtigung weiterhelfen können.",4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,6.6,False,False,False,False,False,False,AUTO_HANDLE,ESCALATE,True,False,True
2378197,Your Amazon.in order #171-7600944-4581914 is out for delivery,DELIVERY_TRACKING,DELIVERY_TRACKING,False,"Please keep in mind that our Twitter page is public, so kindly avoid sharing personal order details here for your privacy. You can track your package directly through your account.",2,5,3,5,5,4.0,RELEVANCE,6.0,True,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
1145003,"@AmazonHelp im sorry, Sold by iTekLife Global and Fulfilled by Amazon.",ORDER_PRODUCT,OTHER,True,"We are sorry to hear about the trouble with your order. Since it is fulfilled by Amazon for a third-party seller, please reach out to our support team so we can assist you with your return options.",5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,6.0,False,False,False,False,False,False,AUTO_HANDLE,ESCALATE,True,False,True
384537,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,ORDER_PRODUCT,PAYMENT,True,We'd like to look into this checkout issue further with you. Please reach out to our support team so we can help! ^SD,5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,6.0,False,False,False,False,False,False,AUTO_HANDLE,ESCALATE,True,False,True
1237563,Amazon tryna come into your house and put your package on your table meanwhile Fedex rings the bell and is driving off when I open the door.,DELIVERY_FAILURE,DELIVERY_FAILURE,False,"I'm sorry to hear about your delivery experience. Please let us know if your package doesn't arrive tomorrow, or reach out to our support team for further assistance.",3,4,2,4,3,3.2,HELPFULNESS,5.8,False,False,True,False,False,True,AUTO_HANDLE,AUTO_HANDLE,False,False,False
1100553,"#BlackFriday dónde voy a encontrar el DVD de #Supernatural a 12 lucas en Chile? En ningún lado!, aquí lo venden a 50 lucas.  Y ojo más gastos de envío, xq el DVD sale 7 lucas. Gracias una vez más @115821 ❤",ORDER_PRODUCT,ORDER_PRODUCT,False,"Hola, gracias por compartir tu opinión sobre los precios. ¿Hay algo más en lo que podamos ayudarte hoy?",3,5,2,5,3,3.6,HELPFULNESS,5.4,False,False,True,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
729023,@115850 who is responsible for dlvry of “a fulfilled items”? as I haven’t received the order n ur CC says it’s fault of 3rd party courier,DELIVERY_FAILURE,DELIVERY_DELAY,True,I'm sorry for the trouble with your delivery. Please reach out to our support team so we can look into this for you.,3,5,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
279369,@AmazonHelp Thanks ...request you to please expedite the process that will really b helpful... thanks,OTHER,DELIVERY_DELAY,True,"Thanks for reaching out! If you have already shared your details with our support team, they are looking into it and will follow up with you soon.",4,4,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
1433644,@115850 Now I have placed order again but this time I will have pay ₹100/more for the mistake which was not mine but by delivery boy. https://t.co/6juUHXFMIZ,DELIVERY_FAILURE,PAYMENT,True,We're sorry for the frustration with your order and payment. Please reach out to our support team directly so we can look into this for you.,3,5,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2827203,@AmazonHelp @787478 C’est quoi ^YL ?,DIGITAL_CONTENT,DELIVERY_TRACKING,True,"Bonjour, je suis désolé pour ce problème. N'hésitez pas à contacter notre service client pour que nous puissions vous aider.",3,5,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
2752411,@AmazonHelp No problem. It’s been broken on that book for a long time. Need to see it before I buy.,TECHNICAL,ORDER_PRODUCT,True,We'd love to help look into this for you. Please reach out to our support team via phone or chat for real-time assistance. ^BE,3,5,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
442789,@AmazonHelp Bonjour. Je viens de contacter votre SAV. Réponse totalement inutile. On me dit qu' il y'a 1 rupture de stock. Or j'avais précommandé le livre 3 mois avant sa sortie pour avoir 1 édition signée !,ORDER_PRODUCT,SUPPORT_COMPLAINT,True,Bonjour! Je suis navré d'apprendre cela. Avez-vous déjà signalé ce problème à notre service client pour obtenir de l'aide supplémentaire ?,3,5,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2367914,@AmazonHelp Just wondering where these kicks are. They were suppose to be here by now. This email confuses me.,DELIVERY_TRACKING,DELIVERY_DELAY,True,Oh no! Could you check the most recent tracking updates for your package to see where it currently is?,4,5,3,5,3,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
280626,@AmazonHelp Ahí dice q en mi caso contacte con el transportista que es lo q ya he hecho desde hace una semana con pésima atención de @130709 https://t.co/XpUsxsaGFS,DELIVERY_FAILURE,SUPPORT_COMPLAINT,True,"Lamentamos los inconvenientes con el servicio de entrega. Por favor, ponte en contacto con nuestro servicio al cliente para revisar tu caso directamente. ^AR",3,5,3,5,4,4.0,INTENT_MISCLASSIFICATION,5.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
1262588,@AmazonHelp I’ve clicked thru 50 common items and things I’ve orders before. Only options are 2 day,ORDER_CHANGE,TECHNICAL,True,"I understand you're frustrated with the available delivery options. Since we cannot access your account via social media, please reach out to our support team so they can look into this for you. ^EM",4,5,3,5,4,4.2,INTENT_MISCLASSIFICATION,4.8,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
379393,"@AmazonHelp La dernière fois que j'ai contacté le SAV pour une commande, j'ai demandé l'annulation et on m'a dit ""tout est OK"". Je l'ai qd-même reçue.",ORDER_CHANGE,SUPPORT_COMPLAINT,True,"Je comprends votre situation, et j'en suis navrée. Nous ne manquerons pas de remonter l'information auprès de nos services pour que cela ne se reproduise plus. ^FT",4,5,3,5,4,4.2,INTENT_MISCLASSIFICATION,4.8,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
743262,"Please, please, please @115821 send me my book... 😭 #everydaywatercolor",DELIVERY_DELAY,ORDER_PRODUCT,True,We are sorry that your book has not arrived as expected. Have you received an email with an explanation for the delay?,4,5,3,5,4,4.2,INTENT_MISCLASSIFICATION,4.8,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
425470,@AmazonHelp trying to save urself by giving link of delivered order. please get the order number mentioned delivered.,DELIVERY_TRACKING,DELIVERY_FAILURE,True,"I understand your concern about the order link. If you prefer not to use the link, you can check your order details and contact customer service directly by signing into your account on our website.",4,5,3,5,4,4.2,INTENT_MISCLASSIFICATION,4.8,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2255230,"@115821 I'm trying to checkout with @1384 and it says ""no delivery times available."" Is there something going on in CLT? I've had several successful deliveries in the past...",ORDER_PRODUCT,PAYMENT,True,"I'm sorry for the frustration with checkout and delivery times! Without sharing account-specific info, could you tell us more about what's going on so we can help?",4,5,3,5,4,4.2,INTENT_MISCLASSIFICATION,4.8,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
30026,"@AmazonHelp bom dia! Agora que o serviço do prime vídeo pode ser pago em Reais, fica a dúvida: os outros canais extras do prime também?",DIGITAL_CONTENT,PRIME,True,"@AmazonHelp Olá! O Prime Video é um benefício que já está incluído na sua assinatura do Amazon Prime. Para verificar detalhes específicos sobre pagamentos adicionais e canais extras, por favor, entre em contato com o nosso suporte ao cliente.",4,4,4,5,4,4.2,INTENT_MISCLASSIFICATION,4.8,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
1432324,@AmazonHelp Fed up of listening apologies from day 1. Got faulty phone. urgent need of phone by tmrw but no fast processing &amp; still u ask to wait!!!,DELIVERY_DELAY,SUPPORT_COMPLAINT,True,We're so sorry for the frustration regarding your replacement phone. Please reach out to us via our support page so we can look into this urgent matter for you.,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2072980,@AmazonHelp ele entrou em contato comigo. marcamos de nos encontrar em um lugar público pra ele me repassar a encomenda.,DELIVERY_FAILURE,SELLER_FRAUD,True,"Sinto muito por essa situação. Como não temos acesso à conta por aqui, por favor, entre em contato com o nosso suporte através do site para que possamos ajudar da melhor forma.",4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
470840,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",ORDER_CHANGE,SELLER_FRAUD,True,"Bonjour, je suis désolé pour cette situation. Je vous invite à contacter notre service client pour obtenir de l'aide concernant votre commande.",4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2733901,"@115821 I live in Indianapolis, not that far from where my order is....how is it logistically possible to do this? And the main question is why? https://t.co/EweZBHtIG9",DELIVERY_FAILURE,DELIVERY_DELAY,True,I'm sorry for the frustration with your delivery. Please reach out to our support team so we can take a closer look at this for you.,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
1557714,@AmazonHelp merci de prendre en compte que le client il a pas envie d'être en galère pour récupérer un simple colis.,DELIVERY_FAILURE,DELIVERY_DELAY,True,Je suis navré pour ce souci de livraison. N'hésitez pas à contacter notre service client pour que nous puissions vérifier cela ensemble.,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
282737,Amazonのスーパーファミコンミニが届かない件はどうやら文字化け案件だったらしい。よりによってこんな時にやらかしてくれたな。,DELIVERY_FAILURE,DELIVERY_DELAY,True,このたびは、ご迷惑をおかけし申し訳ございません。本件についてご注文いただいたお客様に後日ご連絡を行わせていただきますため、そのご連絡をお待ちいただきますようお願いいたします。 HM,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
1136233,"buy something from @115821, seller sends a barrage of emails asking for review.  post an honest review primarily about how you will get harangued by seller to post a review but product is adequate.  @115821 rejects your review, but won't tell you why.  wtf?",SUPPORT_COMPLAINT,OTHER,True,I'm sorry about the trouble with your review. Can you clarify if your review followed our Community Guidelines?,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2276362,"@AmazonHelp @115821 @115851 @115850 https://t.co/aYj2ELCXv2

FIRST CHANGE your policies.. I AM witng for earphones since 2 months, n now third time u hv sent wrong color",ORDER_PRODUCT,DELIVERY_DELAY,True,We are sorry for the continued trouble with your orders and receiving the wrong color. Please reach out to our support team so we can look into this for you.,4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
1219171,C’est mal de laisser un calque mal synchronisé sur une pub @AmazonHelp https://t.co/zoitAPvFNZ,OTHER,TECHNICAL,True,"Bonjour, nous sommes désolés pour ce souci d'affichage sur la publicité. N'hésitez pas à contacter notre service client pour remonter ce détail technique.",4,5,4,5,4,4.4,INTENT_MISCLASSIFICATION,4.6,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
2033234,@AmazonHelp ‘Nothing we can do as they are all sold out now’ I pre-ordered this months ago in order to get the Scorpio addition. What’s the point in pre-ordering with you if it’s a risk weather you’ll actually get it?!?,ORDER_PRODUCT,SUPPORT_COMPLAINT,True,I am so sorry for the frustration regarding your pre-order. We would like to look into this more—could you tell us a bit more about what happened?,4,5,4,5,5,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
807350,Inquired many times no response. Why do I get this message when I try to sell? I do not have any seller account @115850 https://t.co/FF6pEngrqm,OTHER,SELLER_FRAUD,True,I'm sorry for the trouble you're experiencing with these messages when you don't have a seller account. Could you please reach out to our support team so we can look into this for you?,5,5,4,5,4,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
985097,@115821 Ok do it on urgent basis two order from Lipika Roy account last four numbers are 1927 and 3928..,OTHER,ORDER_CHANGE,True,"I'm sorry for any confusion regarding your order status. We don't have access to your account via Twitter, but please reach out to our support team so we can look into this for you.",4,5,4,5,5,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
693873,@AmazonHelp It's actually on Amazon Germany so that link doesn't help 😉 The expected delivery date was yesterday. The slight delay is okay but I don't understand why it's apparently in the US when it was in Germany yesterday and is coming to Switzerland?,DELIVERY_TRACKING,DELIVERY_DELAY,True,"I'm sorry for the confusion and delay with your international shipment! When you have a moment, please reach out to our support team so we can investigate this with our logistics partners.",4,5,4,5,5,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2679212,@115821 quero resposta,SUPPORT_COMPLAINT,OTHER,True,"Hola. Sin compartir información sensible, ¿podrías comentarnos qué sucedió para poder ayudarte?",4,5,4,5,5,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
914147,"@AmazonHelp what reply u expect.
22 days have passed but i'm waiting...
#unhappinessguaranteed",SUPPORT_COMPLAINT,DELIVERY_DELAY,True,"We apologize for the delay and the wait. Without sharing any personal information, please reach out to our support team so we can help resolve this.",4,5,4,5,5,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2864719,prime Nowで買い物をする,ORDER_PRODUCT,PRIME,True,ご利用ありがとうございます！Amazonプライムをぜひたくさんご活用くださいね。,4,5,4,5,5,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
2790466,"@115830 book arrived today with fingerprints smeared in, what I hope is... glue? But could something much worse. Cannot be given as Christmas present 🤢",DELIVERY_FAILURE,RETURN,True,I'm so sorry your book arrived in this condition! You can check your return or replacement options by visiting our website.,5,5,4,5,4,4.6,INTENT_MISCLASSIFICATION,4.4,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
1474641,@AmazonHelp didnt like the delivery driver today who didn’t want to come up the stairs to start and then when did threw my parcel at my door,DELIVERY_FAILURE,OTHER,True,I'm truly sorry for the poor experience with your delivery driver. Please reach out to our support team with the details so we can look into this further. ^JA,5,5,4,5,5,4.8,INTENT_MISCLASSIFICATION,4.2,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
281159,"Amazonの受け取り先を会社にしていると、家に持って帰るとき微妙に困る。ダンボール抱えて帰るのもなんなので。
有料で良いんで紙袋同梱サービスとかやって欲しいな。ちょうど良いサイズのが自動で入ってると嬉しい。
@116313",ORDER_PRODUCT,OTHER,True,貴重なご意見をお寄せいただき、ありがとうございます。いただいたご要望は担当部署へ伝えさせていただきます。,5,5,4,5,5,4.8,INTENT_MISCLASSIFICATION,4.2,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
2111015,"@AmazonHelp Hi, I purchased something 11 business days ago and I haven't received my items yet, I am a PRIME subscriber and when clicking on ""follow up"" shipping it won't deliver any other information.. How can I track it down through AMZMX??",DELIVERY_TRACKING,DELIVERY_DELAY,True,"I'm sorry for the delay and frustration with tracking your Prime order. Since we cannot view order details here, please check your latest tracking information and delivery status directly in your order history on our website.",5,5,4,5,5,4.8,INTENT_MISCLASSIFICATION,4.2,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
2457184,@AmazonHelp @115850 is not intrested in any business. All my pasy orders are being returned for no reason? They just don’t want to co-operate. They dodn’t have any sort of responsiblity &amp; proper answers. Worst system i could have ever imagined.No use of prime membership #Noprime #NoAmazon,DELIVERY_FAILURE,SUPPORT_COMPLAINT,True,"I'm so sorry to hear about the frustration with your recent orders and returns. Without personal information, could you please contact our support team so we can look into this further and assist you?",5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,4.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
545718,@AmazonHelp I had a Prime Video trial for 1 month. I reported the issue (geo restriction) to Amazon.fr several times. They always told me they would come back to me. They never did. Now my trial is over.,TECHNICAL,SUPPORT_COMPLAINT,True,I'm so sorry for the delay in following up with you regarding your Prime Video geo-restriction issue. Please reach out to our customer support team directly so we can look into your account and trial status.,5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,4.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
134893,デリバリープロバイダさん、穴が開いた荷物を持ってくるの巻(Amazon～デリバリープロバイダの倉庫間の事故、中身がダメならAmazonに文句を言ってくれとの言質をとった) https://t.co/lOpHzTIfg4,DELIVERY_FAILURE,OTHER,True,ご迷惑をお掛けし申し訳ございません。お届けした商品や配送に問題があった場合は、返品・交換等の対応をさせていただきますので、カスタマーサービスまでお問い合わせください。,5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,4.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
121148,"@116935 Best deal in the interwebs. I’ve had it for several months, saves me a ton of dough from buying albums. Also, I listen to hundreds I never woulda bought anyway.",PRIME,OTHER,True,Thanks for the shout-out! We're glad you're enjoying it.,5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,4.0,False,False,False,False,False,False,AUTO_HANDLE,AUTO_HANDLE,False,False,False
2774138,@115850 tomorrow I will file a case in Delhi court against  Order # 405-7739204-775556. Be ready,SUPPORT_COMPLAINT,OTHER,True,We apologize for the frustration. Please note that we cannot discuss order or account details publicly here on Twitter for your privacy. Please reach out to our support team directly so we can look into your order and assist you further.,5,5,5,5,5,5.0,INTENT_MISCLASSIFICATION,4.0,False,False,False,False,False,False,ESCALATE,ESCALATE,False,False,False
